t,abs_zeta,abs_prod,ratio,delta,score,smooth_abs_zeta,smooth_score
43.856427,1.082535278300e+00,1.828814742891e+00,1.689381195745e+00,7.462794645910e-01,4.450565355024e-01,1.087540706974e+00,3.534131011201e-01
43.923205,1.225207036360e+00,1.625704946263e+00,1.326881823249e+00,4.004979099028e-01,7.972185681729e-02,1.229049954801e+00,-3.921822505469e-02
43.989983,1.368786205622e+00,1.341912217472e+00,9.803665553913e-01,-2.687398814925e-02,-3.337531069667e-01,1.371634651603e+00,-4.219869221357e-01
44.056761,1.513249841106e+00,1.000821988947e+00,6.613726046817e-01,-5.124278521597e-01,-8.276974502774e-01,1.514737332275e+00,-7.796029399430e-01
44.123539,1.658426025181e+00,6.377526741967e-01,3.845529824744e-01,-1.020673350985e+00,-1.461542678719e+00,1.657877408714e+00,-1.091814579779e+00
44.190317,1.803925306869e+00,3.455729107069e-01,1.915671948229e-01,-1.458352396162e+00,-2.242481661713e+00,1.800526732152e+00,-1.340171061924e+00
44.257095,1.949105252530e+00,4.064363332754e-01,2.085245692852e-01,-1.542668919255e+00,-2.235068828805e+00,1.942054526614e+00,-1.515449256388e+00
44.323873,2.093074839885e+00,7.000540795952e-01,3.344620394144e-01,-1.393020760290e+00,-1.833866090470e+00,2.081716631407e+00,-1.622099618377e+00
44.390651,2.234738493829e+00,9.891591537613e-01,4.426285923354e-01,-1.245579340068e+00,-1.619148468825e+00,2.218676650420e+00,-1.677516625428e+00
44.457429,2.372873173480e+00,1.218862810489e+00,5.136653842738e-01,-1.154010362992e+00,-1.530284759259e+00,2.352044597057e+00,-1.706426167085e+00
44.524207,2.506227189522e+00,1.370037937570e+00,5.466535289768e-01,-1.136189251952e+00,-1.522718590074e+00,2.480929296910e+00,-1.733356562937e+00
44.590985,2.633626821453e+00,1.436088738081e+00,5.452893805542e-01,-1.197538083372e+00,-1.574800567521e+00,2.604495174004e+00,-1.776420010589e+00
44.657763,2.754076241686e+00,1.419808257381e+00,5.155297576335e-01,-1.334267984305e+00,-1.675642335328e+00,2.722015325744e+00,-1.844323641522e+00
44.724541,2.866837399497e+00,1.332774667342e+00,4.648937074617e-01,-1.534062732155e+00,-1.819155956411e+00,2.832913380096e+00,-1.936599521067e+00
44.791319,2.971479019979e+00,1.195216405643e+00,4.022294613582e-01,-1.776262614336e+00,-1.999792369194e+00,2.936788057226e+00,-2.045895535406e+00
44.858097,3.067887483710e+00,1.036204383708e+00,3.377582747769e-01,-2.031683100002e+00,-2.206414011415e+00,3.033416656138e+00,-2.161094632597e+00
44.924875,3.156236903940e+00,8.933842528321e-01,2.830536110001e-01,-2.262852651108e+00,-2.411499425903e+00,3.122736561802e+00,-2.270470959507e+00
44.991653,3.236920984365e+00,8.067974531317e-01,2.492484237424e-01,-2.430123531234e+00,-2.563927758665e+00,3.204806950417e+00,-2.364417538251e+00
45.058431,3.310454758962e+00,7.974972377721e-01,2.409026239108e-01,-2.512957521190e+00,-2.620448046671e+00,3.279755747167e+00,-2.437329777930e+00
45.125209,3.377359264712e+00,8.478823902472e-01,2.510489183387e-01,-2.529476874465e+00,-2.599201586565e+00,3.347719148854e+00,-2.488250200981e+00
45.191987,3.438045503534e+00,9.188440517981e-01,2.672576761575e-01,-2.519201451736e+00,-2.554445149069e+00,3.408782303449e+00,-2.520134011214e+00
45.258765,3.492714850819e+00,9.784144543939e-01,2.801300696404e-01,-2.514300396425e+00,-2.523180577275e+00,3.462929794144e+00,-2.538051737058e+00
45.325543,3.541291307599e+00,1.010944047460e+00,2.854732806901e-01,-2.530347260140e+00,-2.518098278830e+00,3.510013331755e+00,-2.547085974123e+00
45.392321,3.583397226314e+00,1.015469731342e+00,2.833818489018e-01,-2.567927494971e+00,-2.537271297752e+00,3.549741648557e+00,-2.550751915081e+00
45.459098,3.618378313325e+00,1.002613545149e+00,2.770891980688e-01,-2.615764768176e+00,-2.569441755662e+00,3.581694351515e+00,-2.550480868892e+00
45.525876,3.645375286993e+00,9.905279084827e-01,2.717217928198e-01,-2.654847378511e+00,-2.596435876195e+00,3.605357942020e+00,-2.546205728831e+00
45.592654,3.663430184766e+00,9.976268523695e-01,2.723204215868e-01,-2.665803332397e+00,-2.599175802928e+00,3.620178926693e+00,-2.537614441832e+00
45.659432,3.671609011816e+00,1.032561174857e+00,2.812285217553e-01,-2.639047836960e+00,-2.569217684297e+00,3.625626470633e+00,-2.525408523325e+00
45.726210,3.669121427566e+00,1.088200388351e+00,2.965833673903e-01,-2.580921039214e+00,-2.515379168802e+00,3.621255765367e+00,-2.511956560163e+00
45.792988,3.655421023507e+00,1.145254321515e+00,3.133029859353e-01,-2.510166701992e+00,-2.456795828153e+00,3.606763356634e+00,-2.500990957781e+00
45.859766,3.630274114057e+00,1.181134351804e+00,3.253567952982e-01,-2.449139762253e+00,-2.412141026082e+00,3.582027023042e+00,-2.496346839050e+00
45.926544,3.593789726150e+00,1.177104946372e+00,3.275386252586e-01,-2.416684779779e+00,-2.395356570876e+00,3.547125145708e+00,-2.500093947234e+00
45.993322,3.546408382181e+00,1.122210165316e+00,3.164356848903e-01,-2.424198216865e+00,-2.416570633365e+00,3.502333474103e+00,-2.510707160956e+00
46.060100,3.488852170761e+00,1.015736753283e+00,2.911378022250e-01,-2.473115417478e+00,-2.483531367952e+00,3.448100343540e+00,-2.522083575033e+00
46.126878,3.422043222163e+00,8.706456000321e-01,2.544227362160e-01,-2.551397622131e+00,-2.598995885655e+00,3.385004315358e+00,-2.524114409572e+00
46.193656,3.347001688563e+00,7.215515474566e-01,2.155814709990e-01,-2.625450141106e+00,-2.742481311933e+00,3.313700519937e+00,-2.505044495288e+00
46.260434,3.264737219181e+00,6.367703475037e-01,1.950449009380e-01,-2.627966871677e+00,-2.817704761022e+00,3.234863390111e+00,-2.455063777649e+00
46.327212,3.176149184854e+00,6.892817332488e-01,2.170180596477e-01,-2.486867451605e+00,-2.683444219564e+00,3.149133788932e+00,-2.369873024982e+00
46.393990,3.081950047362e+00,8.640454232242e-01,2.803567254323e-01,-2.217904624138e+00,-2.397254996188e+00,3.057077708624e+00,-2.252792723917e+00
46.460768,2.982623039695e+00,1.086623433052e+00,3.643180578270e-01,-1.895999606644e+00,-2.102531135653e+00,2.959161854672e+00,-2.114535301094e+00
46.527546,2.878419969518e+00,1.298859601103e+00,4.512404773652e-01,-1.579560368415e+00,-1.852996394254e+00,2.855748800456e+00,-1.970815687692e+00
46.594324,2.769398329082e+00,1.463972820935e+00,5.286248661168e-01,-1.305425508147e+00,-1.656106323345e+00,2.747111406415e+00,-1.838732271367e+00
46.661102,2.655490312376e+00,1.557690603401e+00,5.865924632229e-01,-1.097799708975e+00,-1.510054283498e+00,2.633463316315e+00,-1.732926703918e+00
46.727880,2.536591220377e+00,1.564473877789e+00,6.167623167745e-01,-9.721173425874e-01,-1.414092693791e+00,2.515000029459e+00,-1.662056855442e+00
46.794658,2.412652124998e+00,1.476627446820e+00,6.120349600012e-01,-9.360246781778e-01,-1.371692483153e+00,2.391943658082e+00,-1.625763771891e+00
46.861436,2.283761916641e+00,1.294352110003e+00,5.667631553760e-01,-9.894098066381e-01,-1.393637824619e+00,2.264584203091e+00,-1.612618219296e+00
46.928214,2.150206610475e+00,1.026100484541e+00,4.772101804274e-01,-1.124106125934e+00,-1.505362190733e+00,2.133311013583e+00,-1.600267424772e+00
46.994992,2.012498176391e+00,6.901842790915e-01,3.429490208679e-01,-1.322313897299e+00,-1.769550294238e+00,1.998629850669e+00,-1.559177803208e+00
47.061770,1.871370193809e+00,3.317346393673e-01,1.772683141288e-01,-1.539635554441e+00,-2.356761681708e+00,1.861163336100e+00,-1.460101351844e+00
47.128548,1.727742471822e+00,2.729668490353e-01,1.579904722417e-01,-1.454775622787e+00,-2.392036176806e+00,1.721635146281e+00,-1.283013947856e+00
47.195326,1.582660855663e+00,6.419701108025e-01,4.056270858697e-01,-9.406907448601e-01,-1.361428565596e+00,1.580842604083e+00,-1.023587613398e+00
47.262104,1.437221459774e+00,1.035979777798e+00,7.208212560098e-01,-4.012416819754e-01,-6.900757914531e-01,1.439620771816e+00,-6.937336199589e-01
47.328881,1.292490377934e+00,1.388129839887e+00,1.073996266112e+00,9.563946195237e-02,-1.851843633725e-01,1.298811610211e+00,-3.159557834766e-01
47.395659,1.149430417449e+00,1.671050490361e+00,1.453807438009e+00,5.216200729125e-01,2.349194038051e-01,1.159253706885e+00,8.556029136608e-02
47.462437,1.008845473824e+00,1.866232221187e+00,1.849869251147e+00,8.573867473623e-01,6.063083797388e-01,1.021818399119e+00,4.927455188614e-01
47.529215,8.713507216649e-01,1.961736611393e+00,2.251374288926e+00,1.090385889728e+00,9.492515424960e-01,8.875256187689e-01,8.971159366665e-01
47.595993,7.373729221468e-01,1.951909421632e+00,2.647112964155e+00,1.214536499485e+00,1.278131113199e+00,7.577652910475e-01,1.298066302198e+00
47.662771,6.071802308457e-01,1.837180904468e+00,3.025758763439e+00,1.230000673623e+00,1.606091502245e+00,6.346078529664e-01,1.697151402952e+00
47.729549,4.809357273576e-01,1.623745067873e+00,3.376220512445e+00,1.142809340515e+00,1.948778533030e+00,5.211009754667e-01,2.090702310221e+00
47.796327,3.587645806443e-01,1.323124193663e+00,3.688001171372e+00,9.643596130188e-01,2.330173493135e+00,4.213502407380e-01,2.463872854787e+00
47.863105,2.408224381161e-01,9.516180277296e-01,3.951533898477e+00,7.107955896135e-01,2.797799220605e+00,3.401535064220e-01,2.789439920133e+00
47.929883,1.273534788315e-01,5.295964594787e-01,4.158476582956e+00,4.022429806472e-01,3.485937562022e+00,2.820918096424e-01,3.033411771156e+00
47.996661,1.876527728630e-02,8.072731648896e-02,4.301951698195e+00,6.196203920265e-02,5.434815872750e+00,2.502695942523e-01,3.166196575342e+00
48.063439,8.460649342511e-02,3.702991768040e-01,4.376722894582e+00,2.856926833789e-01,3.946044507646e+00,2.451848619259e-01,3.174272397746e+00
48.130217,1.819536717751e-01,7.968304760758e-01,4.379304183873e+00,6.148768043007e-01,3.180893024634e+00,2.642658599028e-01,3.065995346871e+00
48.196995,2.726671991513e-01,1.174650852160e+00,4.308002047243e+00,9.019836530085e-01,2.759977512685e+00,3.023340699553e-01,2.868176282439e+00
48.263773,3.560319445478e-01,1.482123708228e+00,4.162895298934e+00,1.126091763681e+00,2.458945637788e+00,3.527971870154e-01,2.615492042805e+00
48.330551,4.313756219955e-01,1.702105565016e+00,3.945762064954e+00,1.270729943020e+00,2.213418163675e+00,4.090449882442e-01,2.338731382704e+00
48.397329,4.981241087603e-01,1.823118356805e+00,3.659968117871e+00,1.324994248045e+00,1.994360455039e+00,4.655176990257e-01,2.057604878668e+00
48.464107,5.558478091811e-01,1.840043781301e+00,3.310337381758e+00,1.284195972119e+00,1.784310858914e+00,5.181872625093e-01,1.780397536135e+00
48.530885,6.042905666496e-01,1.754278631859e+00,2.903038254570e+00,1.149988065210e+00,1.569457988667e+00,5.645114006388e-01,1.509026760463e+00
48.597663,6.433770678307e-01,1.573413876600e+00,2.445554800243e+00,9.300368087689e-01,1.335296316329e+00,6.030968085463e-01,1.246169711697e+00
48.664441,6.731978160334e-01,1.310674070940e+00,1.946937497010e+00,6.374762549071e-01,1.061973684499e+00,6.333046122422e-01,1.001055114249e+00
48.731219,6.939739714011e-01,9.848196436962e-01,1.419101701621e+00,2.908456722951e-01,7.153448913068e-01,6.549311095437e-01,7.913903332969e-01
48.797997,7.060074739491e-01,6.239090057475e-01,8.837144488819e-01,-8.209846820167e-02,2.245081650607e-01,6.679969169708e-01,6.403303011813e-01
48.864775,7.096244603605e-01,3.072865451306e-01,4.330269914519e-01,-4.023379152299e-01,-4.939358390570e-01,6.726238845199e-01,5.694480860961e-01
48.931553,7.051215119901e-01,3.785816087464e-01,5.369026505488e-01,-3.265399032436e-01,-2.725533512124e-01,6.689685338970e-01,5.907990565480e-01
48.998331,6.927242045224e-01,7.242781865367e-01,1.045550569488e+00,3.155398201432e-02,4.116669397055e-01,6.571885233751e-01,7.021012691231e-01
49.065109,6.725654913721e-01,1.077381280112e+00,1.601897947387e+00,4.048157887403e-01,8.678449306709e-01,6.374341846436e-01,8.875805730710e-01
49.131886,6.446878332426e-01,1.386585321451e+00,2.150785620502e+00,7.418974882084e-01,1.204822239091e+00,6.098658285808e-01,1.124051404540e+00
49.198664,6.090684117274e-01,1.628672974823e+00,2.674039473175e+00,1.019604563096e+00,1.479414923470e+00,5.747068917997e-01,1.388898267607e+00
49.265442,5.656623198446e-01,1.787300474150e+00,3.159659767759e+00,1.221638154306e+00,1.720222340240e+00,5.323655524173e-01,1.666115012876e+00
49.332220,5.144553762192e-01,1.850842319624e+00,3.597673200009e+00,1.336386943405e+00,1.944933762961e+00,4.836267913341e-01,1.947808460074e+00
49.398998,4.555168394253e-01,1.812646388662e+00,3.979318066373e+00,1.357129549237e+00,2.167433058374e+00,4.299169810188e-01,2.230988567892e+00
49.465776,3.890429111340e-01,1.671695806610e+00,4.296944524031e+00,1.282652895476e+00,2.401969824363e+00,3.735508800242e-01,2.511160515344e+00
49.532554,3.153841481604e-01,1.433145754221e+00,4.544127415979e+00,1.117761606061e+00,2.667799586709e+00,3.177784672048e-01,2.775383927092e+00
49.599332,2.350533117804e-01,1.108476461260e+00,4.715851280138e+00,8.734231494799e-01,2.998872378935e+00,2.664048397920e-01,2.998043961491e+00
49.666110,1.487158078947e-01,7.151314770649e-01,4.808711912932e+00,5.664156691702e-01,3.476147378557e+00,2.228818788740e-01,3.142343149472e+00
49.732888,5.720492156613e-02,2.757908458761e-01,4.821103470219e+00,2.185859243100e-01,4.434118180523e+00,1.891003758602e-01,3.168763258655e+00
49.799666,3.918814032585e-02,1.862756967617e-01,4.753369137007e+00,1.470875564358e-01,4.798234779288e+00,1.644797289302e-01,3.048474951696e+00
49.866444,1.385858409733e-01,6.385894574086e-01,4.607898273906e+00,5.000036164353e-01,3.504037202099e+00,1.460253186695e-01,2.776397174176e+00
49.933222,2.408443944908e-01,1.057103856894e+00,4.389156987145e+00,8.162594624032e-01,2.902741398421e+00,1.295759994665e-01,2.377603369767e+00
50.000000,3.450995185150e-01,1.416165320636e+00,4.103643281596e+00,1.071065802121e+00,2.475797628485e+00,1.116926708258e-01,1.903172690788e+00
